Age,Country,Streaming Platform,Top Genre,Minutes Streamed Per Day,Number of Songs Liked,Most Played Artist,Subscription Type,Listening Time (Morning/Afternoon/Night),Discover Weekly Engagement (%),Repeat Song Rate (%)
48,South Korea,Amazon Music,Hip-Hop,302,326,BTS,Premium,Afternoon,35.87,45.5
39,South Korea,Tidal,Hip-Hop,139,20,Adele,Free,Night,61.04,79.42
20,Brazil,Amazon Music,R&B,525,437,Taylor Swift,Premium,Night,17.15,45.22
45,France,Spotify,Reggae,214,359,Billie Eilish,Free,Afternoon,42.64,56.65
56,Germany,Spotify,Metal,339,320,Taylor Swift,Free,Night,81.09,61.52
37,Japan,Tidal,Rock,446,306,Adele,Free,Afternoon,19.01,52.29
31,USA,Spotify,R&B,82,476,Billie Eilish,Free,Night,37.07,71.48
56,Germany,YouTube,Pop,416,83,Dua Lipa,Free,Morning,55.29,29.07
48,South Korea,YouTube,Hip-Hop,542,379,Taylor Swift,Premium,Afternoon,21.19,43.41
28,France,YouTube,Pop,555,262,Bad Bunny,Premium,Afternoon,72.48,76.76
18,USA,Spotify,Reggae,439,233,Post Malone,Premium,Morning,16.94,48.02
31,South Korea,Apple Music,Pop,338,301,Dua Lipa,Free,Afternoon,77.89,25.14
31,France,Deezer,Jazz,108,484,Post Malone,Premium,Afternoon,56.61,70.04
56,South Korea,Apple Music,Rock,575,262,Billie Eilish,Free,Night,33.3,18.97
25,Germany,Apple Music,Rock,413,173,Billie Eilish,Free,Morning,38.18,11.31
25,Canada,YouTube,Hip-Hop,53,450,The Weeknd,Free,Morning,76.11,59.65
19,Canada,Spotify,R&B,250,83,Adele,Premium,Night,61.5,44.85
49,Germany,Apple Music,Jazz,118,156,Bad Bunny,Free,Night,59.67,13.25
46,Brazil,Amazon Music,Classical,70,169,BTS,Free,Morning,78.03,9.7
32,USA,Spotify,Pop,164,12,Bad Bunny,Free,Morning,64.49,43.23
20,USA,Apple Music,Country,590,103,Drake,Premium,Night,76.89,35.18
35,France,Tidal,Reggae,165,382,Bad Bunny,Free,Night,83.27,25.95
17,South Korea,Tidal,Pop,496,174,Adele,Premium,Afternoon,21.55,58.58
47,India,Deezer,Classical,154,330,Post Malone,Premium,Morning,11.97,53.0
36,France,Tidal,Classical,216,217,Adele,Free,Night,21.77,49.86
22,India,YouTube,Pop,447,422,Bad Bunny,Free,Night,29.82,30.34
45,USA,Deezer,Jazz,204,270,The Weeknd,Premium,Afternoon,27.76,71.33
38,South Korea,Spotify,Rock,475,123,Bad Bunny,Premium,Morning,16.96,39.91
42,Brazil,Deezer,Country,108,57,BTS,Free,Afternoon,51.36,36.05
54,India,Tidal,R&B,149,397,Dua Lipa,Premium,Afternoon,14.9,78.7
39,UK,Tidal,Pop,47,339,The Weeknd,Premium,Night,10.51,58.52
23,India,Spotify,Reggae,289,491,Bad Bunny,Premium,Night,89.0,10.41
57,Canada,Spotify,Metal,233,384,Ed Sheeran,Premium,Morning,43.41,46.45
19,France,Tidal,Reggae,529,393,BTS,Free,Night,16.24,20.27
13,Australia,YouTube,R&B,103,1,Taylor Swift,Premium,Morning,53.31,77.12
53,USA,YouTube,EDM,505,409,BTS,Premium,Afternoon,75.58,49.79
19,Canada,Tidal,Jazz,446,225,Taylor Swift,Free,Night,13.45,42.32
55,South Korea,YouTube,Country,355,182,Bad Bunny,Premium,Night,64.0,70.08
20,India,YouTube,Classical,294,19,The Weeknd,Free,Night,15.42,74.78
22,France,Deezer,Country,468,45,BTS,Free,Night,80.7,14.54
48,South Korea,Tidal,EDM,371,290,Adele,Free,Morning,28.3,17.87
39,South Korea,Tidal,Reggae,519,41,Drake,Free,Night,64.69,52.08
31,Japan,Spotify,Metal,269,86,Dua Lipa,Premium,Night,10.55,19.64
54,UK,Spotify,R&B,392,229,Dua Lipa,Free,Night,44.88,28.96
22,Australia,Tidal,EDM,54,98,The Weeknd,Free,Morning,28.92,23.45
26,USA,Spotify,Pop,325,7,BTS,Free,Afternoon,15.98,79.86
58,Australia,YouTube,Hip-Hop,472,13,Taylor Swift,Premium,Night,48.18,17.84
57,Brazil,Amazon Music,Rock,130,262,Ed Sheeran,Free,Afternoon,14.46,59.78
25,India,Apple Music,Classical,597,467,Bad Bunny,Free,Afternoon,15.54,26.97
27,Germany,Tidal,Metal,316,82,The Weeknd,Premium,Night,43.64,39.55
51,Australia,Spotify,Classical,434,375,BTS,Free,Afternoon,84.36,20.41
40,South Korea,Tidal,Country,334,131,Drake,Premium,Night,28.69,47.8
14,Canada,YouTube,Jazz,500,183,Drake,Premium,Afternoon,66.97,32.02
39,India,Deezer,R&B,147,461,Bad Bunny,Premium,Afternoon,48.81,37.66
33,South Korea,YouTube,Reggae,246,123,Bad Bunny,Free,Morning,87.16,66.58
16,South Korea,Apple Music,Hip-Hop,173,64,BTS,Free,Afternoon,60.06,62.69
46,UK,Spotify,Rock,553,321,Bad Bunny,Free,Night,65.48,53.69
34,Australia,Deezer,Country,574,334,The Weeknd,Free,Afternoon,56.87,45.81
23,South Korea,Tidal,Hip-Hop,164,150,Adele,Free,Night,71.53,45.84
13,UK,Apple Music,EDM,272,303,Billie Eilish,Premium,Morning,18.3,30.82
59,Brazil,Apple Music,Pop,600,179,Post Malone,Premium,Morning,20.79,50.24
38,Germany,Tidal,Jazz,329,309,Bad Bunny,Free,Morning,83.42,26.32
33,Germany,YouTube,Classical,417,21,Billie Eilish,Premium,Afternoon,17.05,31.68
16,France,Amazon Music,EDM,571,389,Adele,Free,Afternoon,55.86,12.41
49,South Korea,YouTube,Reggae,199,127,Billie Eilish,Premium,Morning,24.54,55.99
21,Japan,Deezer,EDM,289,467,Adele,Free,Afternoon,39.32,30.22
21,Brazil,Deezer,Pop,92,38,Post Malone,Free,Night,11.67,8.18
47,Japan,Amazon Music,Classical,598,228,Dua Lipa,Premium,Afternoon,79.46,26.99
35,Germany,Apple Music,Rock,170,160,Bad Bunny,Free,Night,52.86,31.07
22,UK,Amazon Music,Pop,237,345,Post Malone,Premium,Afternoon,80.4,16.86
49,Japan,YouTube,Jazz,67,249,Post Malone,Premium,Night,14.56,60.15
58,Japan,Deezer,Jazz,400,278,Billie Eilish,Premium,Night,20.51,42.22
34,Australia,Amazon Music,R&B,103,114,BTS,Free,Night,29.93,51.43
46,Australia,Apple Music,Jazz,324,52,Billie Eilish,Free,Night,40.52,22.94
55,South Korea,Spotify,EDM,210,187,Adele,Premium,Morning,67.03,62.15
23,USA,Tidal,Reggae,576,472,Adele,Premium,Night,60.89,36.78
60,Australia,Apple Music,Pop,493,413,BTS,Free,Morning,28.54,49.42
23,Australia,Deezer,Reggae,356,253,Dua Lipa,Premium,Night,30.83,29.29
19,USA,Amazon Music,EDM,583,448,Bad Bunny,Free,Night,28.38,50.86
25,Canada,Tidal,Reggae,273,404,Post Malone,Free,Morning,42.6,33.57
34,Canada,Amazon Music,Reggae,279,413,Bad Bunny,Free,Morning,64.46,19.84
37,Germany,Amazon Music,Pop,96,370,Billie Eilish,Free,Night,61.99,50.28
38,Germany,Spotify,Hip-Hop,168,432,BTS,Premium,Night,36.66,33.09
29,South Korea,YouTube,Country,167,485,Bad Bunny,Free,Morning,31.48,37.74
60,Germany,Deezer,EDM,288,179,BTS,Free,Night,68.89,54.83
44,Germany,YouTube,Metal,17,270,Post Malone,Premium,Night,13.0,6.85
53,Australia,YouTube,R&B,139,485,Taylor Swift,Premium,Afternoon,68.52,23.29
55,UK,Apple Music,R&B,282,277,Bad Bunny,Free,Morning,63.86,32.98
58,France,YouTube,Reggae,360,194,Billie Eilish,Premium,Afternoon,83.61,68.47
49,Brazil,Amazon Music,Classical,504,485,The Weeknd,Free,Morning,25.36,51.79
28,UK,Spotify,Hip-Hop,284,295,Ed Sheeran,Premium,Night,64.27,25.19
50,Brazil,Spotify,R&B,578,256,The Weeknd,Premium,Afternoon,18.63,20.45
47,UK,Amazon Music,Reggae,111,180,Post Malone,Free,Night,84.07,17.55
23,South Korea,YouTube,Reggae,457,438,Drake,Premium,Night,38.27,25.73
37,Germany,Deezer,Pop,363,456,Ed Sheeran,Free,Morning,61.9,26.87
14,Australia,Amazon Music,Country,123,321,Bad Bunny,Premium,Afternoon,59.77,39.18
28,India,Amazon Music,Reggae,536,65,Drake,Free,Night,88.95,14.52
20,Australia,Amazon Music,Reggae,380,298,Post Malone,Premium,Afternoon,46.5,70.2
13,France,Tidal,Jazz,224,381,Taylor Swift,Free,Afternoon,60.46,63.68
23,USA,Spotify,Country,442,88,The Weeknd,Free,Night,81.96,65.8
23,France,Tidal,Hip-Hop,356,424,Dua Lipa,Free,Afternoon,62.27,40.2
26,Germany,Spotify,Country,24,345,Taylor Swift,Premium,Morning,69.78,72.29
33,India,YouTube,EDM,55,18,Post Malone,Premium,Night,61.09,10.41
52,Germany,Tidal,Country,212,164,Taylor Swift,Premium,Afternoon,25.13,15.97
49,Germany,Amazon Music,Pop,27,331,Billie Eilish,Free,Afternoon,68.03,56.28
33,India,Deezer,Reggae,417,347,Taylor Swift,Free,Night,11.72,33.36
60,South Korea,Apple Music,Classical,555,472,Ed Sheeran,Premium,Morning,16.49,71.01
40,Japan,Apple Music,Rock,347,4,Dua Lipa,Free,Night,22.9,33.54
27,India,Deezer,EDM,583,215,Post Malone,Free,Night,21.69,59.94
32,Japan,Tidal,R&B,169,243,Billie Eilish,Premium,Afternoon,35.17,42.46
43,France,Tidal,Classical,567,24,Drake,Free,Night,68.63,26.57
36,India,Deezer,EDM,377,350,BTS,Free,Night,52.93,11.39
59,Australia,Spotify,Pop,144,281,The Weeknd,Free,Afternoon,37.7,29.65
39,Brazil,Deezer,Pop,12,202,Post Malone,Premium,Afternoon,48.96,43.88
52,Brazil,YouTube,Classical,275,364,Dua Lipa,Free,Morning,75.2,38.51
59,USA,Spotify,Country,348,260,BTS,Free,Morning,36.51,37.44
23,Australia,Apple Music,EDM,539,425,Ed Sheeran,Free,Night,81.9,10.96
43,Germany,Deezer,Metal,123,220,Adele,Premium,Night,10.67,68.53
56,India,YouTube,Rock,518,183,Taylor Swift,Free,Night,33.35,26.51
33,UK,Spotify,R&B,203,321,Drake,Premium,Night,63.57,37.2
19,USA,Spotify,EDM,354,434,Ed Sheeran,Free,Afternoon,47.86,73.97
52,France,Amazon Music,EDM,471,458,Drake,Free,Morning,43.03,64.05
60,Germany,Amazon Music,Jazz,392,36,Dua Lipa,Premium,Night,39.16,22.29
40,India,Deezer,Jazz,473,23,Dua Lipa,Premium,Afternoon,37.72,75.9
17,UK,Tidal,Pop,39,88,The Weeknd,Premium,Morning,80.03,20.33
60,Brazil,Amazon Music,Hip-Hop,124,249,Taylor Swift,Premium,Morning,85.55,49.27
19,France,Apple Music,Classical,231,230,Billie Eilish,Free,Night,77.44,75.59
27,UK,YouTube,Metal,137,217,Drake,Free,Night,46.22,11.14
24,UK,Tidal,R&B,539,137,Billie Eilish,Premium,Night,52.91,9.42
16,Brazil,Deezer,Country,256,67,Ed Sheeran,Premium,Afternoon,80.34,65.01
16,France,Tidal,Rock,395,259,BTS,Free,Night,70.39,11.59
42,USA,Spotify,EDM,47,403,Bad Bunny,Free,Night,72.61,17.79
39,Canada,YouTube,R&B,23,213,Taylor Swift,Free,Morning,15.87,65.39
55,Brazil,Spotify,Jazz,243,85,Drake,Premium,Night,41.55,64.07
17,South Korea,Tidal,Metal,570,207,Post Malone,Premium,Afternoon,71.73,19.05
19,Canada,Tidal,EDM,563,452,Dua Lipa,Premium,Afternoon,60.65,39.26
29,Japan,Spotify,Jazz,187,418,Bad Bunny,Free,Morning,65.92,7.29
53,Australia,Apple Music,Country,71,49,Billie Eilish,Premium,Afternoon,33.91,55.95
35,India,Tidal,Reggae,45,194,The Weeknd,Premium,Morning,76.66,42.24
30,Brazil,Tidal,Metal,278,315,Ed Sheeran,Free,Night,66.96,55.59
37,India,YouTube,Jazz,353,406,Adele,Free,Morning,72.44,21.14
24,Canada,Apple Music,R&B,180,127,The Weeknd,Premium,Afternoon,22.23,11.94
25,USA,Amazon Music,EDM,43,91,BTS,Free,Morning,74.82,21.55
28,India,YouTube,Reggae,160,258,Taylor Swift,Free,Afternoon,55.13,66.17
53,Australia,Deezer,Pop,217,67,Drake,Free,Night,88.6,30.39
20,Germany,YouTube,Rock,270,431,Ed Sheeran,Free,Afternoon,67.54,25.98
40,UK,Amazon Music,Metal,149,50,Taylor Swift,Premium,Morning,45.79,51.6
38,Brazil,Tidal,Country,555,250,Post Malone,Premium,Afternoon,11.35,78.38
48,France,Deezer,Hip-Hop,70,127,BTS,Free,Afternoon,18.96,31.32
42,Germany,Apple Music,Jazz,350,479,BTS,Premium,Night,32.66,61.46
14,Canada,Tidal,Hip-Hop,132,130,Taylor Swift,Free,Morning,57.89,70.57
55,France,Tidal,Hip-Hop,283,474,Billie Eilish,Premium,Night,18.77,62.24
29,UK,Amazon Music,Pop,65,400,Drake,Premium,Morning,19.98,70.9
40,South Korea,YouTube,Jazz,206,453,Billie Eilish,Premium,Morning,64.41,45.27
35,Australia,Tidal,EDM,441,428,Post Malone,Premium,Afternoon,11.67,9.54
54,UK,Deezer,Classical,31,320,Adele,Premium,Afternoon,75.67,72.64
52,Germany,Amazon Music,EDM,248,325,Drake,Free,Afternoon,75.92,66.96
57,Japan,YouTube,Jazz,293,238,BTS,Free,Afternoon,55.14,13.37
36,South Korea,YouTube,Hip-Hop,334,80,Billie Eilish,Premium,Afternoon,56.46,30.55
16,South Korea,Amazon Music,Rock,72,156,Bad Bunny,Free,Night,23.59,36.85
50,USA,YouTube,Metal,16,189,The Weeknd,Free,Morning,30.7,67.27
60,South Korea,Spotify,R&B,600,56,Bad Bunny,Free,Afternoon,89.05,46.5
41,Australia,YouTube,EDM,500,470,Taylor Swift,Premium,Night,22.11,46.57
44,India,Deezer,Classical,268,309,Drake,Free,Night,59.38,73.66
40,France,Apple Music,Rock,437,331,Taylor Swift,Free,Afternoon,68.59,72.18
57,Canada,Apple Music,EDM,424,150,Post Malone,Premium,Night,48.42,21.83
49,Brazil,Deezer,Metal,347,484,The Weeknd,Free,Morning,81.67,62.04
44,Germany,Tidal,Rock,501,230,The Weeknd,Free,Night,88.49,76.6
25,USA,Amazon Music,Hip-Hop,25,86,The Weeknd,Free,Afternoon,33.45,16.17
50,South Korea,Amazon Music,Classical,43,272,Post Malone,Free,Night,62.69,14.43
17,Japan,Apple Music,Country,140,3,Billie Eilish,Premium,Morning,81.95,15.84
51,Brazil,Apple Music,Classical,82,143,Ed Sheeran,Premium,Night,39.01,6.18
32,South Korea,YouTube,R&B,418,183,Post Malone,Premium,Night,29.81,76.54
45,UK,Amazon Music,Metal,398,13,Taylor Swift,Free,Night,61.11,38.14
46,Australia,Tidal,Rock,561,160,Post Malone,Free,Morning,71.41,33.54
26,UK,Deezer,Reggae,13,439,BTS,Premium,Night,44.85,52.48
28,Germany,Amazon Music,Classical,585,326,Adele,Free,Night,30.22,76.78
58,Japan,YouTube,Rock,597,356,BTS,Free,Night,63.76,70.76
44,France,YouTube,Metal,532,488,BTS,Premium,Night,79.36,13.94
33,UK,Deezer,R&B,324,88,Adele,Premium,Afternoon,89.46,72.93
18,USA,Tidal,Classical,435,165,BTS,Free,Night,24.8,62.1
37,USA,Spotify,Hip-Hop,326,218,Billie Eilish,Free,Afternoon,35.79,73.77
24,Germany,YouTube,Metal,339,213,Bad Bunny,Premium,Morning,72.81,57.77
57,UK,Spotify,Rock,190,31,Bad Bunny,Premium,Morning,58.51,38.45
24,Canada,Spotify,R&B,453,367,The Weeknd,Premium,Night,46.4,56.46
47,France,Deezer,Country,416,84,Bad Bunny,Free,Morning,23.56,61.93
47,Australia,Deezer,Jazz,115,15,BTS,Free,Afternoon,20.95,66.81
52,UK,YouTube,Jazz,305,358,Bad Bunny,Free,Morning,31.59,66.4
32,Japan,Spotify,Reggae,20,276,Bad Bunny,Free,Night,83.96,26.59
13,USA,YouTube,Reggae,454,239,Billie Eilish,Premium,Night,84.48,34.08
59,UK,Deezer,R&B,334,454,BTS,Premium,Night,61.36,60.91
27,USA,Spotify,Pop,161,196,Post Malone,Premium,Morning,47.76,9.67
47,Canada,Amazon Music,R&B,584,65,Ed Sheeran,Premium,Night,80.38,59.07
42,Germany,Amazon Music,R&B,252,174,Post Malone,Premium,Morning,84.79,29.93
39,Germany,Spotify,Country,120,439,Bad Bunny,Premium,Night,23.2,9.68
56,Brazil,Deezer,Pop,309,89,Billie Eilish,Free,Afternoon,86.54,73.09
14,USA,Apple Music,R&B,15,362,Billie Eilish,Premium,Afternoon,62.46,74.71
24,France,Spotify,Rock,157,319,Billie Eilish,Premium,Afternoon,71.59,47.62
38,Australia,Apple Music,Jazz,350,409,Ed Sheeran,Premium,Morning,68.65,52.32
24,USA,Amazon Music,Jazz,255,188,Bad Bunny,Free,Afternoon,30.7,58.33
24,Canada,Amazon Music,Metal,53,318,Billie Eilish,Free,Afternoon,74.37,53.47
50,Australia,Spotify,Reggae,115,359,Post Malone,Free,Morning,55.77,39.32
28,Japan,Tidal,Reggae,50,354,Billie Eilish,Premium,Night,89.1,19.23
30,France,Tidal,Metal,209,285,Drake,Free,Night,73.62,15.6
28,Japan,Spotify,Classical,33,246,Ed Sheeran,Premium,Night,26.18,40.29
35,France,Deezer,Rock,521,95,Dua Lipa,Free,Morning,51.48,11.4
58,Canada,Tidal,Rock,412,456,Dua Lipa,Free,Afternoon,36.72,19.27
31,Canada,Apple Music,Country,290,124,Billie Eilish,Premium,Morning,78.87,28.63
44,UK,Amazon Music,R&B,348,379,Bad Bunny,Premium,Night,14.52,79.0
52,France,Tidal,Metal,293,189,Post Malone,Free,Afternoon,76.96,40.77
27,USA,YouTube,Reggae,441,424,Billie Eilish,Premium,Morning,81.98,11.15
23,Brazil,Deezer,Reggae,466,45,Adele,Premium,Afternoon,57.64,16.19
30,Japan,Spotify,Country,515,208,Dua Lipa,Premium,Morning,67.35,26.91
24,Canada,Amazon Music,Rock,297,400,Adele,Free,Morning,26.01,49.39
37,France,Apple Music,Rock,296,396,Post Malone,Free,Night,63.1,73.46
56,Japan,YouTube,Jazz,301,321,BTS,Premium,Morning,66.33,40.96
53,South Korea,Spotify,Reggae,345,498,Post Malone,Premium,Night,34.74,19.28
48,USA,Deezer,Metal,485,106,Taylor Swift,Free,Afternoon,39.6,44.2
51,Germany,YouTube,Reggae,533,58,Billie Eilish,Premium,Night,61.38,45.49
19,India,Deezer,Reggae,423,373,Adele,Premium,Afternoon,44.76,71.05
20,Canada,Amazon Music,Reggae,174,204,Ed Sheeran,Free,Morning,19.29,31.22
46,UK,YouTube,Jazz,588,395,Post Malone,Premium,Afternoon,61.42,73.91
54,Canada,YouTube,Reggae,245,410,Billie Eilish,Premium,Afternoon,69.36,62.15
28,Brazil,Amazon Music,R&B,334,312,Post Malone,Premium,Morning,61.69,49.8
28,Brazil,Apple Music,Metal,426,421,Taylor Swift,Premium,Afternoon,25.06,47.74
46,Australia,Amazon Music,Hip-Hop,530,310,Bad Bunny,Free,Afternoon,59.2,62.28
50,USA,Deezer,Rock,501,26,The Weeknd,Free,Morning,45.57,8.82
43,USA,Spotify,Metal,266,226,Bad Bunny,Premium,Afternoon,52.51,34.09
53,France,Amazon Music,R&B,579,463,Billie Eilish,Premium,Morning,52.6,75.41
47,Canada,Deezer,Metal,514,246,Bad Bunny,Premium,Afternoon,34.76,52.95
44,India,Spotify,Pop,318,111,Ed Sheeran,Premium,Morning,63.1,15.58
14,India,Amazon Music,Hip-Hop,124,127,Taylor Swift,Free,Afternoon,57.57,72.31
26,Brazil,Deezer,Metal,149,114,Drake,Premium,Afternoon,67.69,65.11
24,UK,Tidal,Metal,114,397,Post Malone,Free,Morning,31.34,50.09
56,Canada,Apple Music,Metal,123,211,BTS,Premium,Morning,77.7,10.79
29,South Korea,Amazon Music,Rock,170,138,Taylor Swift,Free,Afternoon,36.01,35.7
47,South Korea,Spotify,Rock,522,162,Billie Eilish,Free,Night,62.49,36.53
50,France,YouTube,Pop,100,262,Bad Bunny,Free,Afternoon,14.85,76.04
17,Australia,Tidal,Rock,185,172,Taylor Swift,Free,Morning,32.38,57.11
23,UK,YouTube,Reggae,28,498,Adele,Premium,Night,88.63,45.66
24,Japan,YouTube,Pop,489,321,Ed Sheeran,Free,Afternoon,18.34,20.95
25,Canada,YouTube,Jazz,382,296,Adele,Premium,Night,76.94,35.19
35,UK,YouTube,Jazz,537,182,Bad Bunny,Premium,Night,54.09,17.59
55,South Korea,Deezer,R&B,246,442,Taylor Swift,Premium,Afternoon,39.28,49.01
25,Australia,Amazon Music,Reggae,544,235,Post Malone,Free,Afternoon,51.42,36.63
58,Japan,Tidal,EDM,364,464,Billie Eilish,Premium,Morning,48.31,77.46
28,India,Tidal,Jazz,92,206,Drake,Premium,Night,14.95,36.02
35,South Korea,Amazon Music,EDM,486,304,Billie Eilish,Premium,Night,44.77,44.64
46,India,Amazon Music,Metal,28,310,Drake,Free,Morning,15.04,52.4
36,India,Deezer,Reggae,147,475,Taylor Swift,Free,Morning,78.36,45.74
42,Canada,Deezer,EDM,558,358,The Weeknd,Free,Night,11.45,32.72
32,Germany,Amazon Music,Pop,320,226,Taylor Swift,Premium,Night,40.01,53.89
48,Canada,Spotify,Pop,438,371,Bad Bunny,Free,Afternoon,36.77,26.79
40,Germany,YouTube,Pop,569,173,Drake,Free,Night,31.77,13.15
41,Australia,Apple Music,Pop,66,13,Taylor Swift,Free,Morning,12.02,64.49
45,Australia,Apple Music,Metal,517,160,Post Malone,Free,Night,44.08,11.91
26,UK,YouTube,Jazz,458,435,Taylor Swift,Free,Morning,72.22,79.85
45,France,YouTube,Metal,101,144,BTS,Premium,Afternoon,39.82,67.46
26,Canada,Spotify,Classical,146,419,Billie Eilish,Premium,Afternoon,44.06,76.59
46,France,Amazon Music,EDM,69,262,Bad Bunny,Free,Afternoon,31.72,35.27
58,Brazil,Apple Music,EDM,333,314,Taylor Swift,Free,Morning,50.69,11.42
32,India,Apple Music,Rock,194,401,Bad Bunny,Premium,Morning,61.62,27.03
19,Germany,Spotify,Classical,585,130,Post Malone,Premium,Night,36.79,13.59
42,South Korea,Apple Music,R&B,512,457,BTS,Free,Afternoon,80.66,10.18
55,South Korea,Tidal,Rock,141,119,Billie Eilish,Premium,Morning,86.18,23.25
18,France,Tidal,Jazz,270,380,The Weeknd,Free,Afternoon,75.01,20.94
47,India,Apple Music,Reggae,320,298,Taylor Swift,Free,Afternoon,40.92,23.01
38,Australia,Apple Music,Hip-Hop,531,431,Billie Eilish,Free,Night,78.78,13.44
49,South Korea,Spotify,EDM,349,442,Taylor Swift,Premium,Morning,25.41,30.95
36,India,Deezer,Pop,384,248,Bad Bunny,Premium,Morning,27.33,56.49
47,India,Spotify,Reggae,277,184,Bad Bunny,Premium,Night,23.25,47.22
52,USA,Spotify,Rock,231,48,Drake,Premium,Night,35.41,70.06
16,France,Deezer,Reggae,540,141,Bad Bunny,Free,Afternoon,51.42,40.74
35,UK,Deezer,Classical,594,13,BTS,Premium,Morning,27.72,64.63
24,Australia,Deezer,Rock,62,433,Ed Sheeran,Premium,Afternoon,34.76,74.13
39,Germany,YouTube,Hip-Hop,323,479,Taylor Swift,Free,Afternoon,23.47,26.31
58,USA,Amazon Music,EDM,180,258,Adele,Premium,Night,27.13,45.45
28,Canada,Deezer,Pop,429,52,Dua Lipa,Free,Night,20.77,35.19
23,Brazil,Tidal,EDM,380,100,Adele,Free,Morning,66.24,18.2
50,USA,Tidal,Jazz,89,474,Drake,Premium,Night,20.56,62.31
21,India,Amazon Music,Metal,297,440,Post Malone,Free,Afternoon,73.71,70.88
23,India,Tidal,R&B,359,79,Ed Sheeran,Premium,Morning,27.8,54.22
26,South Korea,Deezer,Jazz,137,162,BTS,Free,Morning,79.72,38.88
56,India,YouTube,Rock,96,59,Dua Lipa,Free,Afternoon,14.0,6.82
15,India,Apple Music,Reggae,91,495,Bad Bunny,Free,Afternoon,76.66,40.89
59,France,Deezer,EDM,370,59,Billie Eilish,Free,Afternoon,52.47,7.7
18,Brazil,Spotify,EDM,58,177,Ed Sheeran,Premium,Night,12.09,34.67
52,USA,YouTube,EDM,76,188,Billie Eilish,Free,Afternoon,50.27,50.47
55,India,Deezer,Classical,536,119,The Weeknd,Premium,Afternoon,11.2,55.69
42,USA,Apple Music,Country,505,272,Taylor Swift,Free,Morning,83.75,37.0
57,Brazil,Amazon Music,R&B,363,107,Bad Bunny,Free,Night,68.02,31.13
28,France,Amazon Music,Metal,15,494,Ed Sheeran,Free,Afternoon,43.26,32.5
48,USA,Deezer,EDM,377,205,Bad Bunny,Premium,Morning,51.2,65.94
51,India,Deezer,Hip-Hop,512,37,BTS,Premium,Night,74.51,12.81
21,Canada,Tidal,Metal,317,268,The Weeknd,Premium,Afternoon,66.49,11.87
44,India,Spotify,Hip-Hop,548,84,Ed Sheeran,Free,Night,45.38,58.95
60,South Korea,Amazon Music,Pop,151,377,Post Malone,Free,Morning,79.72,69.95
33,India,Amazon Music,EDM,224,415,BTS,Free,Afternoon,85.01,54.27
52,Australia,Spotify,Reggae,416,350,Billie Eilish,Free,Afternoon,48.71,12.55
28,South Korea,Amazon Music,Country,140,344,Adele,Free,Night,37.12,35.75
49,Australia,Spotify,Rock,409,369,Billie Eilish,Premium,Afternoon,72.8,64.89
36,Japan,Apple Music,Jazz,228,202,Dua Lipa,Free,Morning,21.21,44.56
49,USA,Amazon Music,Reggae,35,111,Bad Bunny,Free,Night,61.18,35.6
56,USA,Spotify,EDM,390,46,Bad Bunny,Premium,Morning,61.24,39.92
35,UK,Tidal,Reggae,550,209,Drake,Free,Night,24.32,47.94
25,Japan,Spotify,Hip-Hop,343,283,Adele,Premium,Afternoon,66.17,30.33
37,Australia,Deezer,Classical,428,382,BTS,Free,Night,84.9,22.66
54,India,YouTube,Hip-Hop,467,317,Dua Lipa,Free,Morning,82.38,51.8
17,Japan,Deezer,Hip-Hop,121,286,The Weeknd,Free,Afternoon,89.83,60.72
38,Japan,Spotify,Reggae,256,327,Drake,Premium,Night,11.01,5.48
47,Brazil,Spotify,EDM,169,136,Drake,Free,Afternoon,83.54,57.59
44,Australia,Tidal,Classical,32,364,BTS,Free,Afternoon,87.96,21.22
40,UK,Tidal,Rock,114,361,Drake,Free,Morning,65.64,77.9
51,Canada,Deezer,Jazz,592,444,Bad Bunny,Premium,Morning,33.98,48.8
36,Japan,Deezer,Rock,93,499,Dua Lipa,Free,Morning,12.11,32.36
32,UK,YouTube,EDM,309,137,Drake,Premium,Morning,13.77,77.93
13,Japan,Deezer,EDM,167,387,Taylor Swift,Premium,Morning,69.89,73.7
54,South Korea,Amazon Music,Jazz,501,173,Adele,Free,Morning,43.58,21.83
17,Brazil,Spotify,Country,62,50,Bad Bunny,Free,Night,57.72,56.88
34,Germany,Spotify,Classical,43,444,The Weeknd,Premium,Morning,70.73,63.98
30,Australia,Amazon Music,Reggae,299,259,Adele,Premium,Afternoon,48.16,79.32
45,South Korea,Tidal,Rock,243,155,Billie Eilish,Free,Morning,37.69,44.04
32,India,Amazon Music,Reggae,24,446,Billie Eilish,Premium,Afternoon,81.57,42.09
20,India,Deezer,Metal,62,65,Bad Bunny,Premium,Night,23.81,63.6
57,Canada,Deezer,Rock,287,221,Bad Bunny,Free,Morning,71.78,47.09
41,USA,YouTube,Pop,589,174,Dua Lipa,Free,Night,73.97,16.66
58,Canada,Amazon Music,Rock,458,109,Drake,Premium,Night,77.48,68.72
48,UK,YouTube,Jazz,394,434,Bad Bunny,Premium,Morning,63.15,8.39
31,France,Spotify,Pop,343,437,BTS,Premium,Night,25.92,78.08
30,Japan,Tidal,Jazz,429,8,Dua Lipa,Free,Morning,47.98,50.57
57,India,Tidal,Rock,335,269,Dua Lipa,Premium,Night,44.4,51.77
